f[Hz]	Sxx[m^2/Hz]
4285.7	5.28856E-21
4285.8	4.11672E-21
4285.9	5.41165E-21
4286	2.91553E-21
4286.1	3.12851E-21
4286.2	3.24899E-21
4286.3	1.50739E-21
4286.4	3.69446E-21
4286.5	2.28152E-21
4286.6	5.12049E-21
4286.7	6.92973E-21
4286.8	7.83993E-21
4286.9	2.48169E-21
4287	4.77679E-21
4287.1	4.46756E-21
4287.2	4.55335E-21
4287.3	3.22647E-21
4287.4	1.64198E-21
4287.5	5.64737E-21
4287.6	4.56672E-21
4287.7	4.21826E-21
4287.8	3.01487E-21
4287.9	2.29737E-21
4288	2.55373E-21
4288.1	3.74686E-21
4288.2	3.72378E-21
4288.3	3.34048E-21
4288.4	4.08663E-21
4288.5	4.19944E-21
4288.6	5.34072E-21
4288.7	2.94553E-21
4288.8	4.56742E-21
4288.9	3.19007E-21
4289	4.77251E-21
4289.1	2.32885E-21
4289.2	3.11698E-21
4289.3	1.81784E-21
4289.4	3.57653E-21
4289.5	4.84459E-21
4289.6	4.70343E-21
4289.7	1.39764E-21
4289.8	3.88982E-21
4289.9	3.13599E-21
4290	2.69916E-21
4290.1	3.10272E-21
4290.2	3.88035E-21
4290.3	3.79744E-21
4290.4	2.15284E-21
4290.5	3.51926E-21
4290.6	3.57157E-21
4290.7	2.70282E-21
4290.8	4.10736E-21
4290.9	3.46688E-21
4291	1.96576E-21
4291.1	2.89427E-21
4291.2	5.19044E-21
4291.3	3.1926E-21
4291.4	2.7565E-21
4291.5	3.88953E-21
4291.6	1.12654E-21
4291.7	2.68239E-21
4291.8	3.9872E-21
4291.9	5.09259E-21
4292	5.15478E-21
4292.1	2.93729E-21
4292.2	4.98876E-21
4292.3	4.60522E-21
4292.4	1.77478E-21
4292.5	2.71877E-21
4292.6	4.87374E-21
4292.7	2.45079E-21
4292.8	3.26678E-21
4292.9	4.4852E-21
4293	3.20155E-21
4293.1	3.18253E-21
4293.2	3.52173E-21
4293.3	4.81989E-21
4293.4	3.47019E-21
4293.5	4.57304E-21
4293.6	4.22953E-21
4293.7	5.05411E-21
4293.8	1.76992E-21
4293.9	2.31598E-21
4294	3.03351E-21
4294.1	5.00216E-21
4294.2	4.11641E-21
4294.3	5.22271E-21
4294.4	1.89778E-21
4294.5	5.29232E-21
4294.6	2.86742E-21
4294.7	1.90995E-21
4294.8	4.85782E-21
4294.9	2.16346E-21
4295	5.60941E-21
4295.1	4.80907E-21
4295.2	2.01316E-21
4295.3	3.78598E-21
4295.4	2.30163E-21
4295.5	2.77782E-21
4295.6	7.00298E-21
4295.7	2.64396E-21
4295.8	4.29386E-21
4295.9	3.06222E-21
4296	3.05278E-21
4296.1	4.57906E-21
4296.2	2.84808E-21
4296.3	2.70888E-21
4296.4	2.77511E-21
4296.5	4.06907E-21
4296.6	3.44463E-21
4296.7	5.27722E-21
4296.8	2.12109E-21
4296.9	4.81501E-21
4297	4.08405E-21
4297.1	3.68669E-21
4297.2	2.21441E-21
4297.3	2.34514E-21
4297.4	3.79348E-21
4297.5	2.12475E-21
4297.6	1.64391E-21
4297.7	3.72637E-21
4297.8	1.8167E-21
4297.9	2.92479E-21
4298	2.74886E-21
4298.1	4.47481E-21
4298.2	3.5373E-21
4298.3	1.68012E-21
4298.4	4.11882E-21
4298.5	5.28688E-21
4298.6	6.16621E-21
4298.7	3.1062E-21
4298.8	4.22459E-21
4298.9	5.39042E-21
4299	3.45782E-21
4299.1	1.85151E-21
4299.2	3.11796E-21
4299.3	3.40669E-21
4299.4	5.20531E-21
4299.5	4.07832E-21
4299.6	2.54241E-21
4299.7	1.9818E-21
4299.8	2.89542E-21
4299.9	2.84677E-21
4300	1.96872E-21
4300.1	2.9508E-21
4300.2	6.12304E-21
4300.3	5.07372E-21
4300.4	1.7621E-21
4300.5	4.4673E-21
4300.6	5.82363E-21
4300.7	1.98387E-21
4300.8	3.25905E-21
4300.9	7.01116E-21
4301	1.80114E-21
4301.1	2.22079E-21
4301.2	5.06337E-21
4301.3	3.76233E-21
4301.4	2.23374E-21
4301.5	2.05424E-21
4301.6	3.37947E-21
4301.7	2.97653E-21
4301.8	3.92647E-21
4301.9	3.47541E-21
4302	5.10691E-21
4302.1	1.64363E-21
4302.2	3.19007E-21
4302.3	2.68278E-21
4302.4	2.9519E-21
4302.5	2.09727E-21
4302.6	4.09778E-21
4302.7	4.64434E-21
4302.8	2.60235E-21
4302.9	2.54095E-21
4303	3.03215E-21
4303.1	2.2231E-21
4303.2	3.30434E-21
4303.3	2.25399E-21
4303.4	4.76395E-21
4303.5	3.91745E-21
4303.6	3.5251E-21
4303.7	3.81102E-21
4303.8	2.7109E-21
4303.9	3.22995E-21
4304	2.6386E-21
4304.1	4.56073E-21
4304.2	3.11795E-21
4304.3	3.9758E-21
4304.4	3.79697E-21
4304.5	4.25887E-21
4304.6	2.46169E-21
4304.7	3.76593E-21
4304.8	3.43237E-21
4304.9	3.519E-21
4305	3.34762E-21
4305.1	3.62369E-21
4305.2	4.15897E-21
4305.3	1.79118E-21
4305.4	4.69886E-21
4305.5	1.8287E-21
4305.6	2.30327E-21
4305.7	2.89657E-21
4305.8	5.03742E-21
4305.9	2.59187E-21
4306	3.63119E-21
4306.1	2.78736E-21
4306.2	4.73557E-21
4306.3	4.10383E-21
4306.4	3.2753E-21
4306.5	2.86337E-21
4306.6	5.4525E-21
4306.7	1.36671E-21
4306.8	4.95284E-21
4306.9	2.93471E-21
4307	3.19848E-21
4307.1	2.59012E-21
4307.2	2.11118E-21
4307.3	1.77877E-21
4307.4	4.7437E-21
4307.5	3.74177E-21
4307.6	3.9371E-21
4307.7	2.88412E-21
4307.8	2.99489E-21
4307.9	4.29902E-21
4308	2.17704E-21
4308.1	3.77431E-21
4308.2	3.08459E-21
4308.3	2.10235E-21
4308.4	2.79212E-21
4308.5	2.12067E-21
4308.6	3.54853E-21
4308.7	3.57967E-21
4308.8	2.74499E-21
4308.9	3.61126E-21
4309	4.58709E-21
4309.1	3.60356E-21
4309.2	2.97996E-21
4309.3	3.56687E-21
4309.4	2.27301E-21
4309.5	3.38369E-21
4309.6	4.14774E-21
4309.7	1.88971E-21
4309.8	2.9068E-21
4309.9	4.68111E-21
4310	5.25767E-21
4310.1	4.11809E-21
4310.2	3.90861E-21
4310.3	2.04192E-21
4310.4	4.44658E-21
4310.5	4.90089E-21
4310.6	2.43087E-21
4310.7	3.43667E-21
4310.8	3.01527E-21
4310.9	1.82826E-21
4311	2.82247E-21
4311.1	2.77164E-21
4311.2	4.02113E-21
4311.3	5.08028E-21
4311.4	5.41408E-21
4311.5	3.75826E-21
4311.6	3.06367E-21
4311.7	2.6018E-21
4311.8	3.3607E-21
4311.9	4.76396E-21
4312	3.41118E-21
4312.1	3.22675E-21
4312.2	3.5301E-21
4312.3	4.28418E-21
4312.4	3.13293E-21
4312.5	3.38539E-21
4312.6	2.84916E-21
4312.7	3.39128E-21
4312.8	4.69793E-21
4312.9	3.22914E-21
4313	4.36462E-21
4313.1	2.54281E-21
4313.2	4.56121E-21
4313.3	4.86692E-21
4313.4	2.90256E-21
4313.5	2.52286E-21
4313.6	4.28829E-21
4313.7	3.03797E-21
4313.8	3.17998E-21
4313.9	3.03847E-21
4314	4.18246E-21
4314.1	1.29934E-21
4314.2	3.38094E-21
4314.3	3.12968E-21
4314.4	4.01708E-21
4314.5	6.40125E-21
4314.6	5.87099E-21
4314.7	3.36354E-21
4314.8	5.85995E-21
4314.9	3.22987E-21
4315	3.18668E-21
4315.1	3.83343E-21
4315.2	3.92296E-21
4315.3	6.68914E-21
4315.4	2.7363E-21
4315.5	1.44149E-21
4315.6	4.44751E-21
4315.7	4.48491E-21
4315.8	3.94251E-21
4315.9	3.41317E-21
4316	2.76304E-21
4316.1	2.39726E-21
4316.2	5.16424E-21
4316.3	3.39131E-21
4316.4	3.62792E-21
4316.5	4.66096E-21
4316.6	3.08022E-21
4316.7	4.94468E-21
4316.8	3.99098E-21
4316.9	3.85322E-21
4317	3.46141E-21
4317.1	4.81667E-21
4317.2	2.63485E-21
4317.3	1.90893E-21
4317.4	3.25988E-21
4317.5	6.7896E-21
4317.6	3.64498E-21
4317.7	6.15801E-21
4317.8	4.93209E-21
4317.9	2.07641E-21
4318	3.74967E-21
4318.1	2.25425E-21
4318.2	3.85406E-21
4318.3	5.91517E-21
4318.4	5.30371E-21
4318.5	2.74362E-21
4318.6	4.56545E-21
4318.7	2.41195E-21
4318.8	3.29819E-21
4318.9	3.40246E-21
4319	1.89401E-21
4319.1	2.81733E-21
4319.2	6.03554E-21
4319.3	4.27707E-21
4319.4	1.7327E-21
4319.5	4.72282E-21
4319.6	3.58266E-21
4319.7	3.52937E-21
4319.8	1.39274E-21
4319.9	2.72385E-21
4320	4.37652E-21
4320.1	2.56277E-21
4320.2	3.97004E-21
4320.3	4.11842E-21
4320.4	3.25456E-21
4320.5	4.41848E-21
4320.6	3.98021E-21
4320.7	3.40522E-21
4320.8	4.31631E-21
4320.9	3.53917E-21
4321	1.94675E-21
4321.1	2.37853E-21
4321.2	3.22259E-21
4321.3	5.59214E-21
4321.4	3.25634E-21
4321.5	5.93799E-21
4321.6	1.7705E-21
4321.7	4.07985E-21
4321.8	4.52238E-21
4321.9	4.24305E-21
4322	3.23831E-21
4322.1	4.13642E-21
4322.2	4.91116E-21
4322.3	2.77118E-21
4322.4	4.41489E-21
4322.5	7.17978E-21
4322.6	2.53148E-21
4322.7	4.35721E-21
4322.8	5.29169E-21
4322.9	3.19345E-21
4323	2.55044E-21
4323.1	4.27254E-21
4323.2	3.01276E-21
4323.3	4.27285E-21
4323.4	4.6038E-21
4323.5	4.1861E-21
4323.6	4.31869E-21
4323.7	3.60422E-21
4323.8	1.61056E-21
4323.9	4.99141E-21
4324	3.90476E-21
4324.1	4.25379E-21
4324.2	2.75142E-21
4324.3	2.60498E-21
4324.4	3.14273E-21
4324.5	3.45713E-21
4324.6	5.21373E-21
4324.7	2.48332E-21
4324.8	5.79061E-21
4324.9	3.80588E-21
4325	3.15092E-21
4325.1	5.6214E-21
4325.2	3.04125E-21
4325.3	2.56887E-21
4325.4	3.36208E-21
4325.5	4.58635E-21
4325.6	3.25145E-21
4325.7	4.07884E-21
4325.8	1.91498E-21
4325.9	4.44082E-21
4326	3.6625E-21
4326.1	2.46903E-21
4326.2	4.49579E-21
4326.3	7.68364E-21
4326.4	3.956E-21
4326.5	4.10171E-21
4326.6	2.37566E-21
4326.7	2.77812E-21
4326.8	3.08762E-21
4326.9	1.82924E-21
4327	4.50723E-21
4327.1	3.2957E-21
4327.2	2.52951E-21
4327.3	2.92391E-21
4327.4	4.49198E-21
4327.5	2.9303E-21
4327.6	2.88489E-21
4327.7	2.53668E-21
4327.8	2.57382E-21
4327.9	1.5779E-21
4328	1.64187E-21
4328.1	2.46852E-21
4328.2	6.19302E-21
4328.3	3.74333E-21
4328.4	4.35701E-21
4328.5	2.74875E-21
4328.6	4.10249E-21
4328.7	2.54345E-21
4328.8	3.23344E-21
4328.9	2.17799E-21
4329	3.74483E-21
4329.1	3.00237E-21
4329.2	2.69356E-21
4329.3	7.15403E-21
4329.4	3.04445E-21
4329.5	2.63564E-21
4329.6	1.97784E-21
4329.7	3.93487E-21
4329.8	5.08684E-21
4329.9	2.54713E-21
4330	2.48715E-21
4330.1	3.92367E-21
4330.2	6.46764E-21
4330.3	3.72596E-21
4330.4	3.37395E-21
4330.5	1.94931E-21
4330.6	3.79181E-21
4330.7	3.44894E-21
4330.8	3.40308E-21
4330.9	5.42392E-21
4331	3.75367E-21
4331.1	3.54867E-21
4331.2	3.0557E-21
4331.3	6.851E-21
4331.4	3.38269E-21
4331.5	2.86149E-21
4331.6	4.63104E-21
4331.7	3.33608E-21
4331.8	3.01787E-21
4331.9	1.637E-21
4332	3.05674E-21
4332.1	4.51874E-21
4332.2	4.60175E-21
4332.3	4.48354E-21
4332.4	2.25637E-21
4332.5	3.23788E-21
4332.6	2.29368E-21
4332.7	2.99259E-21
4332.8	2.96879E-21
4332.9	3.91888E-21
4333	3.58508E-21
4333.1	1.73699E-21
4333.2	5.14803E-21
4333.3	2.65632E-21
4333.4	1.35624E-21
4333.5	7.74241E-21
4333.6	2.96164E-21
4333.7	6.09273E-21
4333.8	2.19047E-21
4333.9	4.30574E-21
4334	4.03985E-21
4334.1	3.22049E-21
4334.2	3.65616E-21
4334.3	3.30465E-21
4334.4	4.81459E-21
4334.5	5.28771E-21
4334.6	2.0406E-21
4334.7	3.26245E-21
4334.8	2.79336E-21
4334.9	4.49172E-21
4335	2.06953E-21
4335.1	3.80074E-21
4335.2	4.2247E-21
4335.3	1.66087E-21
4335.4	5.48894E-21
4335.5	3.94172E-21
4335.6	5.02829E-21
4335.7	3.09824E-21
4335.8	3.92486E-21
4335.9	5.92719E-21
4336	3.62704E-21
4336.1	2.5317E-21
4336.2	4.93186E-21
4336.3	2.42696E-21
4336.4	1.92717E-21
4336.5	3.05898E-21
4336.6	4.65276E-21
4336.7	2.70105E-21
4336.8	4.81987E-21
4336.9	1.1901E-21
4337	3.38634E-21
4337.1	5.45763E-21
4337.2	5.78853E-21
4337.3	5.31198E-21
4337.4	1.8055E-21
4337.5	2.81028E-21
4337.6	3.67302E-21
4337.7	2.88032E-21
4337.8	3.49867E-21
4337.9	3.4216E-21
4338	4.41684E-21
4338.1	4.13953E-21
4338.2	6.26086E-21
4338.3	3.54425E-21
4338.4	4.09229E-21
4338.5	4.80001E-21
4338.6	5.46612E-21
4338.7	3.99209E-21
4338.8	4.59593E-21
4338.9	3.00324E-21
4339	3.15632E-21
4339.1	4.73113E-21
4339.2	2.51247E-21
4339.3	2.67932E-21
4339.4	6.38387E-21
4339.5	3.24711E-21
4339.6	3.19288E-21
4339.7	1.44151E-21
4339.8	4.10411E-21
4339.9	3.04151E-21
4340	2.39627E-21
4340.1	3.03154E-21
4340.2	2.12108E-21
4340.3	3.82073E-21
4340.4	5.31741E-21
4340.5	4.5357E-21
4340.6	5.63593E-21
4340.7	4.3151E-21
4340.8	4.11335E-21
4340.9	1.72214E-21
4341	4.94192E-21
4341.1	2.63543E-21
4341.2	2.97622E-21
4341.3	2.34365E-21
4341.4	5.18101E-21
4341.5	5.06722E-21
4341.6	3.86602E-21
4341.7	2.91322E-21
4341.8	2.00517E-21
4341.9	5.4115E-21
4342	2.71037E-21
4342.1	4.33614E-21
4342.2	4.34015E-21
4342.3	2.23344E-21
4342.4	4.05948E-21
4342.5	4.30828E-21
4342.6	4.46402E-21
4342.7	4.23422E-21
4342.8	4.9672E-21
4342.9	6.75383E-21
4343	1.81001E-21
4343.1	3.07285E-21
4343.2	3.6329E-21
4343.3	1.53095E-21
4343.4	2.97647E-21
4343.5	2.27825E-21
4343.6	3.67794E-21
4343.7	2.42959E-21
4343.8	3.83844E-21
4343.9	2.5682E-21
4344	3.94231E-21
4344.1	2.61977E-21
4344.2	4.9612E-21
4344.3	3.0502E-21
4344.4	2.55404E-21
4344.5	4.8766E-21
4344.6	2.66572E-21
4344.7	3.27948E-21
4344.8	2.96301E-21
4344.9	5.33522E-21
4345	3.88802E-21
4345.1	4.57513E-21
4345.2	3.50815E-21
4345.3	2.09501E-21
4345.4	3.05902E-21
4345.5	2.58546E-21
4345.6	2.28278E-21
4345.7	4.54106E-21
4345.8	3.12128E-21
4345.9	3.70878E-21
4346	2.92079E-21
4346.1	2.19105E-21
4346.2	4.02078E-21
4346.3	3.31474E-21
4346.4	2.22441E-21
4346.5	3.13554E-21
4346.6	2.03722E-21
4346.7	2.87327E-21
4346.8	3.26784E-21
4346.9	5.9353E-21
4347	4.77512E-21
4347.1	3.36332E-21
4347.2	5.31957E-21
4347.3	3.1647E-21
4347.4	3.37405E-21
4347.5	6.43963E-21
4347.6	2.45398E-21
4347.7	4.22166E-21
4347.8	4.24581E-21
4347.9	1.46452E-21
4348	3.2791E-21
4348.1	1.97276E-21
4348.2	1.53552E-21
4348.3	4.10871E-21
4348.4	4.38146E-21
4348.5	4.32292E-21
4348.6	2.3234E-21
4348.7	2.59609E-21
4348.8	6.3915E-21
4348.9	3.41381E-21
4349	2.1163E-21
4349.1	2.65946E-21
4349.2	4.37159E-21
4349.3	2.37148E-21
4349.4	3.85716E-21
4349.5	5.62604E-21
4349.6	3.96711E-21
4349.7	3.15129E-21
4349.8	2.3756E-21
4349.9	3.6312E-21
4350	6.45874E-21
4350.1	2.97991E-21
4350.2	3.15992E-21
4350.3	2.87129E-21
4350.4	5.96411E-21
4350.5	2.86075E-21
4350.6	2.89062E-21
4350.7	4.16669E-21
4350.8	4.31386E-21
4350.9	1.59666E-21
4351	6.57498E-21
4351.1	1.82892E-21
4351.2	3.70706E-21
4351.3	2.44151E-21
4351.4	4.80618E-21
4351.5	2.60474E-21
4351.6	4.06772E-21
4351.7	6.02476E-21
4351.8	2.66605E-21
4351.9	2.63395E-21
4352	2.12907E-21
4352.1	3.93941E-21
4352.2	1.54023E-21
4352.3	2.85766E-21
4352.4	4.49652E-21
4352.5	4.06032E-21
4352.6	3.0992E-21
4352.7	3.31133E-21
4352.8	5.65143E-21
4352.9	2.59382E-21
4353	6.09263E-21
4353.1	1.4652E-21
4353.2	3.44642E-21
4353.3	3.40971E-21
4353.4	2.98515E-21
4353.5	5.36259E-21
4353.6	3.06685E-21
4353.7	3.49494E-21
4353.8	3.12707E-21
4353.9	6.43978E-21
4354	6.60149E-21
4354.1	4.15372E-21
4354.2	2.83907E-21
4354.3	3.09715E-21
4354.4	3.01952E-21
4354.5	1.08306E-21
4354.6	6.65978E-21
4354.7	7.09311E-21
4354.8	3.23239E-21
4354.9	2.52752E-21
4355	3.60803E-21
4355.1	2.84534E-21
4355.2	4.14196E-21
4355.3	3.19486E-21
4355.4	3.50686E-21
4355.5	4.73747E-21
4355.6	4.92314E-21
4355.7	4.03601E-21
4355.8	4.04123E-21
4355.9	3.46528E-21
4356	3.01977E-21
4356.1	3.00583E-21
4356.2	4.5826E-21
4356.3	1.4006E-21
4356.4	6.17419E-21
4356.5	4.14129E-21
4356.6	4.67394E-21
4356.7	2.24108E-21
4356.8	7.10832E-21
4356.9	4.04215E-21
4357	4.21312E-21
4357.1	4.5908E-21
4357.2	3.63491E-21
4357.3	4.43581E-21
4357.4	2.94565E-21
4357.5	4.07608E-21
4357.6	2.40886E-21
4357.7	4.00533E-21
4357.8	3.07825E-21
4357.9	5.2363E-21
4358	2.611E-21
4358.1	3.48169E-21
4358.2	5.5619E-21
4358.3	3.90969E-21
4358.4	3.73502E-21
4358.5	3.07477E-21
4358.6	3.62609E-21
4358.7	2.75011E-21
4358.8	3.10395E-21
4358.9	2.25695E-21
4359	2.37555E-21
4359.1	5.28192E-21
4359.2	4.47953E-21
4359.3	5.00826E-21
4359.4	3.15754E-21
4359.5	5.28982E-21
4359.6	5.13613E-21
4359.7	5.5713E-21
4359.8	6.92633E-21
4359.9	3.30943E-21
4360	3.74019E-21
4360.1	3.5725E-21
4360.2	3.54807E-21
4360.3	2.20019E-21
4360.4	2.74628E-21
4360.5	3.53222E-21
4360.6	3.33299E-21
4360.7	8.13419E-21
4360.8	3.06909E-21
4360.9	3.7335E-21
4361	2.4982E-21
4361.1	6.26083E-21
4361.2	2.05603E-21
4361.3	1.11343E-21
4361.4	1.91857E-21
4361.5	5.65471E-21
4361.6	4.20126E-21
4361.7	2.06947E-21
4361.8	4.471E-21
4361.9	2.61293E-21
4362	2.44894E-21
4362.1	7.42173E-21
4362.2	2.56242E-21
4362.3	2.41586E-21
4362.4	2.72848E-21
4362.5	3.30339E-21
4362.6	1.61341E-21
4362.7	2.35438E-21
4362.8	3.59475E-21
4362.9	6.13651E-21
4363	6.36659E-21
4363.1	3.29E-21
4363.2	2.55925E-21
4363.3	4.62179E-21
4363.4	5.81002E-21
4363.5	4.21124E-21
4363.6	3.49213E-21
4363.7	2.27757E-21
4363.8	3.27339E-21
4363.9	3.97088E-21
4364	1.13693E-21
4364.1	3.09955E-21
4364.2	4.68652E-21
4364.3	6.0212E-21
4364.4	2.09072E-21
4364.5	6.14894E-21
4364.6	2.20889E-21
4364.7	2.8304E-21
4364.8	2.45835E-21
4364.9	4.37368E-21
4365	4.26793E-21
4365.1	4.55263E-21
4365.2	3.37588E-21
4365.3	3.09658E-21
4365.4	3.47995E-21
4365.5	4.18956E-21
4365.6	3.47121E-21
4365.7	2.7576E-21
4365.8	6.02878E-21
4365.9	4.02361E-21
4366	1.28689E-21
4366.1	3.05523E-21
4366.2	3.01517E-21
4366.3	2.7861E-21
4366.4	4.19731E-21
4366.5	2.42396E-21
4366.6	4.97052E-21
4366.7	3.46011E-21
4366.8	3.42373E-21
4366.9	3.86739E-21
4367	3.52736E-21
4367.1	5.64483E-21
4367.2	3.64575E-21
4367.3	2.47569E-21
4367.4	2.02342E-21
4367.5	3.23325E-21
4367.6	2.63184E-21
4367.7	4.5699E-21
4367.8	6.63999E-21
4367.9	3.54893E-21
4368	3.44792E-21
4368.1	2.54948E-21
4368.2	2.04463E-21
4368.3	3.06706E-21
4368.4	2.44506E-21
4368.5	2.69035E-21
4368.6	4.41709E-21
4368.7	6.83909E-21
4368.8	3.39369E-21
4368.9	1.95863E-21
4369	3.24054E-21
4369.1	2.9383E-21
4369.2	5.64104E-21
4369.3	4.08259E-21
4369.4	2.87325E-21
4369.5	3.70483E-21
4369.6	1.43728E-21
4369.7	3.99787E-21
4369.8	2.81701E-21
4369.9	5.34017E-21
4370	3.29762E-21
4370.1	2.67747E-21
4370.2	3.14517E-21
4370.3	2.31239E-21
4370.4	3.72601E-21
4370.5	2.6791E-21
4370.6	2.64155E-21
4370.7	3.37184E-21
4370.8	2.54712E-21
4370.9	5.43367E-21
4371	1.94546E-21
4371.1	1.40864E-21
4371.2	3.42545E-21
4371.3	2.50606E-21
4371.4	4.69657E-21
4371.5	2.05775E-21
4371.6	5.22736E-21
4371.7	2.56441E-21
4371.8	3.63134E-21
4371.9	3.39018E-21
4372	2.52528E-21
4372.1	2.7975E-21
4372.2	3.33119E-21
4372.3	4.35789E-21
4372.4	4.99696E-21
4372.5	2.06526E-21
4372.6	3.20608E-21
4372.7	2.74638E-21
4372.8	4.8278E-21
4372.9	5.07916E-21
4373	5.84184E-21
4373.1	3.94323E-21
4373.2	2.77172E-21
4373.3	3.85016E-21
4373.4	4.19329E-21
4373.5	5.47149E-21
4373.6	3.576E-21
4373.7	2.55582E-21
4373.8	2.48687E-21
4373.9	2.86395E-21
4374	3.49885E-21
4374.1	4.11192E-21
4374.2	7.3454E-21
4374.3	4.02296E-21
4374.4	3.28717E-21
4374.5	3.31225E-21
4374.6	4.61523E-21
4374.7	4.70699E-21
4374.8	4.02281E-21
4374.9	3.79022E-21
4375	4.40944E-21
4375.1	3.04762E-21
4375.2	1.73045E-21
4375.3	3.61148E-21
4375.4	3.17437E-21
4375.5	3.85499E-21
4375.6	5.35135E-21
4375.7	1.45729E-21
4375.8	3.64493E-21
4375.9	2.57748E-21
4376	3.45111E-21
4376.1	2.37274E-21
4376.2	4.45287E-21
4376.3	4.58831E-21
4376.4	1.84286E-21
4376.5	1.27184E-21
4376.6	3.65977E-21
4376.7	2.60473E-21
4376.8	4.23122E-21
4376.9	2.12062E-21
4377	4.98379E-21
4377.1	3.10849E-21
4377.2	3.11306E-21
4377.3	3.22024E-21
4377.4	3.2172E-21
4377.5	2.81252E-21
4377.6	2.4239E-21
4377.7	3.58426E-21
4377.8	5.57679E-21
4377.9	4.90896E-21
4378	2.49298E-21
4378.1	2.63364E-21
4378.2	2.54669E-21
4378.3	3.33843E-21
4378.4	3.28251E-21
4378.5	2.69354E-21
4378.6	3.40518E-21
4378.7	4.11866E-21
4378.8	4.20778E-21
4378.9	2.97307E-21
4379	3.68149E-21
4379.1	1.46272E-21
4379.2	3.87068E-21
4379.3	2.18885E-21
4379.4	4.66516E-21
4379.5	2.10066E-21
4379.6	1.47597E-21
4379.7	2.84943E-21
4379.8	4.10146E-21
4379.9	3.42316E-21
4380	4.98966E-21
4380.1	2.37053E-21
4380.2	2.30123E-21
4380.3	2.4902E-21
4380.4	2.3584E-21
4380.5	5.34477E-21
4380.6	5.01665E-21
4380.7	2.81647E-21
4380.8	3.6727E-21
4380.9	2.52137E-21
4381	1.89006E-21
4381.1	4.71755E-21
4381.2	3.9639E-21
4381.3	2.84538E-21
4381.4	2.21069E-21
4381.5	3.18222E-21
4381.6	5.44793E-21
4381.7	3.78414E-21
4381.8	3.03193E-21
4381.9	1.65461E-21
4382	2.64878E-21
4382.1	2.35068E-21
4382.2	2.95066E-21
4382.3	2.79521E-21
4382.4	2.11011E-21
4382.5	2.62864E-21
4382.6	2.16679E-21
4382.7	2.57922E-21
4382.8	2.56453E-21
4382.9	2.11347E-21
4383	1.7303E-21
4383.1	2.22665E-21
4383.2	3.83405E-21
4383.3	2.98114E-21
4383.4	4.48535E-21
4383.5	3.76455E-21
4383.6	2.95459E-21
4383.7	4.49111E-21
4383.8	4.8148E-21
4383.9	2.60395E-21
4384	2.87614E-21
4384.1	2.52208E-21
4384.2	1.88175E-21
4384.3	4.10189E-21
4384.4	4.514E-21
4384.5	5.87262E-21
4384.6	2.38959E-21
4384.7	2.65344E-21
4384.8	3.60046E-21
4384.9	2.50918E-21
4385	4.16183E-21
4385.1	2.12057E-21
4385.2	2.79951E-21
4385.3	3.58032E-21
4385.4	5.19577E-21
4385.5	2.19231E-21
4385.6	3.47378E-21
4385.7	3.18167E-21
4385.8	3.68154E-21
4385.9	2.58432E-21
4386	4.47598E-21
4386.1	5.07221E-21
4386.2	4.20748E-21
4386.3	3.08453E-21
4386.4	3.0863E-21
4386.5	2.51527E-21
4386.6	2.73287E-21
4386.7	1.69455E-21
4386.8	2.13819E-21
4386.9	2.10654E-21
4387	3.34733E-21
4387.1	2.21404E-21
4387.2	4.04697E-21
4387.3	2.89292E-21
4387.4	5.66004E-21
4387.5	1.98457E-21
4387.6	2.01399E-21
4387.7	1.41167E-21
4387.8	3.76866E-21
4387.9	4.74734E-21
4388	4.05325E-21
4388.1	3.65316E-21
4388.2	6.68758E-21
4388.3	4.80446E-21
4388.4	3.77837E-21
4388.5	3.13306E-21
4388.6	4.03351E-21
4388.7	3.72789E-21
4388.8	3.55154E-21
4388.9	2.84942E-21
4389	3.27703E-21
4389.1	6.08728E-21
4389.2	3.08126E-21
4389.3	2.26806E-21
4389.4	2.19247E-21
4389.5	5.541E-21
4389.6	4.42489E-21
4389.7	3.25297E-21
4389.8	5.28658E-21
4389.9	3.19473E-21
4390	3.64968E-21
4390.1	2.97286E-21
4390.2	4.89761E-21
4390.3	5.16206E-21
4390.4	2.88799E-21
4390.5	4.34205E-21
4390.6	3.42136E-21
4390.7	3.9349E-21
4390.8	1.66293E-21
4390.9	4.96098E-21
4391	4.32097E-21
4391.1	4.43129E-21
4391.2	1.97527E-21
4391.3	2.18437E-21
4391.4	2.65848E-21
4391.5	3.92841E-21
4391.6	2.43862E-21
4391.7	3.44198E-21
4391.8	6.00694E-21
4391.9	2.14289E-21
4392	3.84807E-21
4392.1	1.71261E-21
4392.2	2.75043E-21
4392.3	6.69529E-21
4392.4	4.94236E-21
4392.5	1.6339E-21
4392.6	2.388E-21
4392.7	2.30391E-21
4392.8	3.27976E-21
4392.9	3.13325E-21
4393	4.85176E-21
4393.1	1.39188E-21
4393.2	3.91796E-21
4393.3	2.36087E-21
4393.4	3.6724E-21
4393.5	3.01943E-21
4393.6	2.03514E-21
4393.7	2.81228E-21
4393.8	4.73407E-21
4393.9	2.63619E-21
4394	1.8878E-21
4394.1	3.37799E-21
4394.2	6.03532E-21
4394.3	3.79486E-21
4394.4	4.05538E-21
4394.5	3.31523E-21
4394.6	1.70823E-21
4394.7	1.1779E-21
4394.8	4.67263E-21
